Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,P/E Ratio,P/B Ratio,Dividend Yield,Dividend Payout Ratio,ROE,ROA,Beta,Market Capitalization,Revenue Growth,Debt-to-Equity Ratio,Free Cash Flow,Current Ratio,Quick Ratio,PEG Ratio,Standard Deviation,Value at Risk (VaR),Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Downside Deviation,Tracking Error,R-squared,Treynor Ratio,Information Ratio,Conditional Value at Risk (CVaR),Beta-adjusted Sharpe Ratio,Drawdown Duration,Ulcer Index,Jensens Alpha
2012-01-03 00:00:00-05:00,41.65357681209075,41.96049656632059,41.09235020711365,41.241424560546875,1793700,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-04 00:00:00-05:00,41.004638932283775,41.02217767433934,40.469722352867734,40.54864501953125,1284800,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-05 00:00:00-05:00,40.3206408171954,40.96956082977986,39.96987604553767,40.77663803100586,1525300,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-06 00:00:00-05:00,40.75911622249097,40.86434536318451,40.22419612743983,40.46096420288086,1064400,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-09 00:00:00-05:00,40.478498429002094,40.76788271505217,40.25050142543809,40.56618881225586,2141500,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-10 00:00:00-05:00,40.81172983267871,41.13618828023802,40.62757801205104,40.98711395263672,1797600,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-11 00:00:00-05:00,40.77666640156315,40.77666640156315,40.41713033699077,40.71528244018555,891500,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-12 00:00:00-05:00,40.83803364780069,41.118646883578094,40.72403347539936,40.925724029541016,1861400,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-13 00:00:00-05:00,40.513573342481436,40.65387995386392,40.075114763764475,40.58372497558594,1929800,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
2012-01-17 00:00:00-05:00,40.759117126464844,41.215114539815616,40.662655684867204,40.759117126464844,1826300,0.0,0.0,0.05148150347366546,12.517792,0.008,0.2026,0.82436997,0.060310002,0.907,73369141248,0.184,300.731,3142249984,1.087,0.236,2.17,0.21665745989471558,-0.01931989294908243,0.7426235368045836,0.9519570111779713,-0.3872720217306943,0.014177102454522776,0.20518491388327537,0.293822270666539,0.0007039381929880076,-0.0005789352857882878,-0.03151038357155383,1.3413809926131965,284,0.08200811030944419,0.0552466233657698
