Date,CAG,CPB,GIS,K,HSY,KHC,HRL,MDLZ,LW,SJM,MKC,TSN
2015-03-31 00:00:00-04:00,,,,,,,,,,,,
2015-06-30 00:00:00-04:00,,,,,,,,,,,,
2015-09-30 00:00:00-04:00,,,,,,,,,,,,
2015-12-31 00:00:00-05:00,,,,,,,,,,,,
2016-03-31 00:00:00-04:00,0.2524006710400313,0.40574099315006906,0.1547567773439753,0.19509616387500417,-0.06391120457356525,,0.5461233591402099,0.12929779514728157,,0.14780103029236402,0.3162740353183513,0.7579268244867874
2016-06-30 00:00:00-04:00,0.12002228856611463,0.42951475364340896,0.3196706332962984,0.3392920718430532,0.3115488384252936,,0.31891841334402726,0.12428442435440967,,0.4377295836861099,0.34328089013599294,0.58239094002113
2016-09-30 00:00:00-04:00,0.19061431529287165,0.10290343838966942,0.17220634983207428,0.19581053534583392,0.06712036219535977,0.3162393956193643,0.21657966810813067,0.06606303278366288,,0.2133734185473133,0.23821134660578025,0.7491106417283313
2016-12-31 00:00:00-05:00,0.23295384845241074,0.17634737093688435,0.10309235332876243,0.04751933541919939,0.18753279226529695,0.23439570429875456,-0.10619204188474318,0.005652644803181062,,0.060301076631767314,0.11054446432404164,0.168666606650276
2017-03-31 00:00:00-04:00,0.18677996900587068,-0.08293340934047322,-0.04089085285816929,-0.025573864939692825,0.21502003198736164,0.18795467326909487,-0.1859602807041788,0.09231234973490143,,0.031086512696184787,-0.0016634508636073075,-0.06332485070956217
2017-06-30 00:00:00-04:00,-0.01866929765192682,-0.19778437640224367,-0.19932692511850214,-0.12561045373958968,-0.03197197654734718,-0.005378554623467369,-0.051459390759411305,-0.03439107523347751,,-0.20634888650130523,-0.06900719832033952,-0.04973049286658371
2017-09-30 00:00:00-04:00,-0.05945859770767925,-0.1220274762928546,-0.16284951125031943,-0.17092421486274778,0.16922166572980446,-0.10925164802750831,-0.1365009624339818,-0.056648884336290006,,-0.20740899253396672,0.047042694493231396,-0.0423044050282817
2017-12-31 00:00:00-05:00,-0.025501433783085337,-0.18296855131050493,-0.006509221720748748,-0.04925344301873502,0.12331755553637147,-0.08370911716599039,0.06717728517999877,-0.015772755623005175,0.5177784308292792,-0.004893861579829961,0.1133747828526741,0.33389479686633416
2018-03-31 00:00:00-04:00,-0.06421541736597991,-0.22174183269936965,-0.20928855487152065,-0.07593896957785651,-0.07190547921900525,-0.2922807967609088,0.012176200059690334,-0.011511707366114732,0.4060442477023951,-0.028507582048254876,0.11203688945852552,0.20417917520163975
2018-06-30 00:00:00-04:00,0.02334525820276756,-0.1988947682716229,-0.17059638848495662,0.03925351331834426,-0.11048810754791105,-0.24025842697808786,0.1145804256760623,-0.030258685663987706,0.5778669547916919,-0.06645408571147127,0.21425081734251905,0.11657984334041949
2018-09-30 00:00:00-04:00,0.030580443416429626,-0.19263044922052341,-0.13745764955388617,0.1594797204290619,-0.04003019364863203,-0.2614660295706128,0.25225782269712704,0.0799654503304823,0.43844004230237754,0.006221486242635299,0.30857294026195325,-0.1407503891800349
2018-12-31 00:00:00-05:00,-0.41982875956854226,-0.2911953941270312,-0.3157020316717616,-0.1331901341036289,-0.0291578210586676,-0.4224813634982799,0.19690016094662188,-0.042682777680130846,0.31809008444013753,-0.2257696413628849,0.390118415214626,-0.3282286839030434
2019-03-31 00:00:00-04:00,-0.22692129786434811,-0.0871684243907066,0.20117447282559708,-0.08606541772734244,0.1928524349703029,-0.45148107828663175,0.33032881413114024,0.2242770154206879,0.30133578739546607,-0.03178251307584745,0.44050718139157885,-0.03052972695867795
2019-06-30 00:00:00-04:00,-0.2362273722987409,0.025618198822890736,0.239544628448072,-0.2040419426745348,0.4781475680493614,-0.4811426369347477,0.11098280128616378,0.344620075679817,-0.06512211117390532,0.10435503467642504,0.35691085558513325,0.19925812015680067
2019-09-30 00:00:00-04:00,-0.06915017600946827,0.32940914534144894,0.33906841811001787,-0.044715847625159566,0.5558271925668132,-0.4650238749230159,0.13189334928489616,0.31589593271682714,0.1040212856394791,0.1050885026021966,0.20449777780516953,0.47886326076563135
2019-12-31 00:00:00-05:00,0.655084624207201,0.5519281947980066,0.4312818533121501,0.26077446069380694,0.40202542570044253,-0.21201934625767083,0.07849558542742541,0.4042384984435963,0.18266591862127868,0.1489514951114217,0.23653138853083688,0.7390858221477978
2020-03-31 00:00:00-04:00,0.08810226937276466,0.25014207194511395,0.05823574030346479,0.08608756883301916,0.177677810333009,-0.19632667881631827,0.06366522570340716,0.024550641341409385,-0.229692210737101,-0.017302131884228023,-0.04903511917084358,-0.14991965234588955
2020-06-30 00:00:00-04:00,0.36332885731330333,0.27727249614514404,0.21712040700112456,0.27840915439310465,-0.012562003915444597,0.0885059098169847,0.21526633260016514,-0.03031444488887347,0.02114379780314768,-0.05185329621527168,0.17456046858326424,-0.24439905214686686
2020-09-30 00:00:00-04:00,0.19461901752346056,0.06157465057629041,0.15877631655255686,0.039545771859946344,-0.0551709373472582,0.13105604729065123,0.14092758486069834,0.062013024808298844,-0.0770928747206947,0.08387198055097422,0.2601734903540962,-0.29276775732052274
2020-12-31 00:00:00-05:00,0.08698815377516067,0.007173433066901325,0.13596395774369907,-0.0678209151758773,0.05897012263843804,0.13781364799473494,0.05389094628300284,0.0858333877795634,-0.0722936876664867,0.14504186613728232,0.1428719872468589,-0.27345189039008355
2021-03-31 00:00:00-04:00,0.31708905216402683,0.12169777237466595,0.20166008238599464,0.09364662223466147,0.22026615580130793,0.6936659416685007,0.04503300271628907,0.19460715756421698,0.37604782365028955,0.1754201993281106,0.28115854206495294,0.3186863300709706
2021-06-30 00:00:00-04:00,0.06447978625610395,-0.053951003437535006,0.0216469227711118,0.009455297738432566,0.3720363246872955,0.3343674500210916,0.009383702749874434,0.2473540440748505,0.2783121059375988,0.26172274610817214,-0.001492217811822183,0.26735065475973485
2021-09-30 00:00:00-04:00,-0.020344738198408208,-0.10880358833336812,0.003214171765940854,0.026990857451256733,0.20508137571838447,0.2825019063357008,-0.14414496286691436,0.034849654417765,-0.06180611331686736,0.07026819005828533,-0.1528590097798156,0.3603936051756602
2021-12-31 00:00:00-05:00,-0.02545855406527342,-0.07185809421008627,0.18526043551521898,0.07438648988201879,0.2958268520503251,0.07981250600763978,0.06990431368587569,0.1587479946008894,-0.18399853159700263,0.2104527302806969,0.026684630187277847,0.3847249902614074
2022-03-31 00:00:00-04:00,-0.07506908865227846,-0.08389472014483756,0.14089788423504457,0.05625711200005701,0.3962455979742143,0.02698304005944152,0.10196247212258336,0.09628600290934308,-0.215486342677496,0.10197235671728544,0.13719087835304378,0.23302747243936972
2022-06-30 00:00:00-04:00,-0.02364411009706191,0.08996039171138115,0.2779829001481877,0.14911475343754743,0.258808976960466,-0.02366538101462967,0.01294855154963348,0.01704304611370211,-0.10047394623141226,0.01749133306163375,-0.0425615511281614,0.19193063266176513
2022-09-30 00:00:00-04:00,-0.0004711282073142087,0.16496539742848992,0.3198985404877783,0.1279726715058045,0.3267482902635359,-0.05522409817491447,0.132168665626762,-0.035475381961850294,0.2794447351836107,0.17909567746440946,-0.10608678008291128,-0.1465292996264238
2022-12-31 00:00:00-05:00,0.17519145101403377,0.3484301174543505,0.2809233823783721,0.1435283218956498,0.2186235464492714,0.18175725388001984,-0.04674179194993766,0.029207016195868185,0.4289170936708633,0.20056902626014694,-0.1265164654792419,-0.2689846063636536
