Date,MarketCap,Ticker
2015-03-31 00:00:00-04:00,54543459236.134766,LLY
2015-06-30 00:00:00-04:00,63115291750.58203,LLY
2015-09-30 00:00:00-04:00,63647425975.63867,LLY
2015-12-31 00:00:00-05:00,64487199333.50391,LLY
2016-03-31 00:00:00-04:00,55495651882.75098,LLY
2016-06-30 00:00:00-04:00,61095220623.833984,LLY
2016-09-30 00:00:00-04:00,62663471247.59375,LLY
2016-12-31 00:00:00-05:00,57800640592.76172,LLY
2017-03-31 00:00:00-04:00,66544243212.98242,LLY
2017-06-30 00:00:00-04:00,65532679140.228516,LLY
2017-09-30 00:00:00-04:00,68547009552.63867,LLY
2017-12-31 00:00:00-05:00,68108976547.74219,LLY
2018-03-31 00:00:00-04:00,62855912295.947266,LLY
2018-06-30 00:00:00-04:00,69800682641.46094,LLY
2018-09-30 00:00:00-04:00,88265611787.4414,LLY
2018-12-31 00:00:00-05:00,95662305681.51953,LLY
2019-03-31 00:00:00-04:00,107850124248.82422,LLY
2019-06-30 00:00:00-04:00,92599798027.39648,LLY
2019-09-30 00:00:00-04:00,93993022305.17578,LLY
2019-12-31 00:00:00-05:00,111102160196.34766,LLY
2020-03-31 00:00:00-04:00,117872433163.17188,LLY
2020-06-30 00:00:00-04:00,140162949933.64844,LLY
2020-09-30 00:00:00-04:00,126982884904.26953,LLY
2020-12-31 00:00:00-05:00,145588107167.35547,LLY
2021-03-31 00:00:00-04:00,161764710072.9922,LLY
2021-06-30 00:00:00-04:00,199616235477.0547,LLY
2021-09-30 00:00:00-04:00,201595727255.90625,LLY
2021-12-31 00:00:00-05:00,241789986964.53125,LLY
2022-03-31 00:00:00-04:00,251721299765.41406,LLY
2022-06-30 00:00:00-04:00,285960871633.5,LLY
2022-09-30 00:00:00-04:00,286115714785.96094,LLY
2022-12-31 00:00:00-05:00,324615932701.1406,LLY
2023-03-31 00:00:00-04:00,305708251062.875,LLY
2023-06-30 00:00:00-04:00,418566129264.8594,LLY
2023-09-30 00:00:00-04:00,480417821202.78125,LLY
2023-12-31 00:00:00-05:00,522336541758.9375,LLY
2024-03-31 00:00:00-04:00,698327724078.2188,LLY
2024-06-30 00:00:00-04:00,814090168544.875,LLY
2015-03-31 00:00:00-04:00,97482210865.44629,BMY
2015-06-30 00:00:00-04:00,101145597198.47168,BMY
2015-09-30 00:00:00-04:00,91062997890.59473,BMY
2015-12-31 00:00:00-05:00,106394328240.05762,BMY
2016-03-31 00:00:00-04:00,99388621404.02051,BMY
2016-06-30 00:00:00-04:00,115040862905.15723,BMY
2016-09-30 00:00:00-04:00,84337251115.75781,BMY
2016-12-31 00:00:00-05:00,92040564998.40723,BMY
2017-03-31 00:00:00-04:00,86211813384.1582,BMY
2017-06-30 00:00:00-04:00,88977129542.13379,BMY
2017-09-30 00:00:00-04:00,102494338184.49023,BMY
2017-12-31 00:00:00-05:00,99135853794.96484,BMY
2018-03-31 00:00:00-04:00,102994227643.19727,BMY
2018-06-30 00:00:00-04:00,90689844129.63867,BMY
2018-09-30 00:00:00-04:00,102471755146.87305,BMY
2018-12-31 00:00:00-05:00,86351596199.875,BMY
2019-03-31 00:00:00-04:00,79882746945.76758,BMY
2019-06-30 00:00:00-04:00,76601253699.89941,BMY
2019-09-30 00:00:00-04:00,86413861965.5791,BMY
2019-12-31 00:00:00-05:00,110303861949.19336,BMY
2020-03-31 00:00:00-04:00,96459655562.49023,BMY
2020-06-30 00:00:00-04:00,102597253417.90527,BMY
2020-09-30 00:00:00-04:00,105999697391.61426,BMY
2020-12-31 00:00:00-05:00,110755491765.86914,BMY
2021-03-31 00:00:00-04:00,113598773541.04297,BMY
2021-06-30 00:00:00-04:00,120238735708.60254,BMY
2021-09-30 00:00:00-04:00,108133608832.43066,BMY
2021-12-31 00:00:00-05:00,113945067408.28516,BMY
2022-03-31 00:00:00-04:00,135625897204.83203,BMY
2022-06-30 00:00:00-04:00,143991984571.96094,BMY
2022-09-30 00:00:00-04:00,132940124383.1211,BMY
2022-12-31 00:00:00-05:00,135572997212.60547,BMY
2023-03-31 00:00:00-04:00,131631746709.88477,BMY
2023-06-30 00:00:00-04:00,122451834725.50195,BMY
2023-09-30 00:00:00-04:00,112122662676.08008,BMY
