Date,MarketCap,Ticker
2015-03-31 00:00:00-04:00,776748188.8847351,BLDR
2015-06-30 00:00:00-04:00,1495269377.7694702,BLDR
2015-09-30 00:00:00-04:00,1476636755.5389404,BLDR
2015-12-31 00:00:00-05:00,1290310311.115265,BLDR
2016-03-31 00:00:00-04:00,1312436633.3084106,BLDR
2016-06-30 00:00:00-04:00,1310107500.0,BLDR
2016-09-30 00:00:00-04:00,1340385566.6542053,BLDR
2016-12-31 00:00:00-05:00,1277500411.0965729,BLDR
2017-03-31 00:00:00-04:00,1735164555.5763245,BLDR
2017-06-30 00:00:00-04:00,1784075244.4610596,BLDR
2017-09-30 00:00:00-04:00,2095007433.3457947,BLDR
2017-12-31 00:00:00-05:00,2537532766.6168213,BLDR
2018-03-31 00:00:00-04:00,2310447377.76947,BLDR
2018-06-30 00:00:00-04:00,2129943766.6168213,BLDR
2018-09-30 00:00:00-04:00,1709544755.5389404,BLDR
2018-12-31 00:00:00-05:00,1270513122.2305298,BLDR
2019-03-31 00:00:00-04:00,1553496377.7694702,BLDR
2019-06-30 00:00:00-04:00,1963414511.0778809,BLDR
2019-09-30 00:00:00-04:00,2396623311.115265,BLDR
2019-12-31 00:00:00-05:00,2959096122.23053,BLDR
2020-03-31 00:00:00-04:00,1424232366.6915894,BLDR
2020-06-30 00:00:00-04:00,2410597888.847351,BLDR
2020-09-30 00:00:00-04:00,3798729355.6137085,BLDR
2020-12-31 00:00:00-05:00,4752487899.925232,BLDR
2021-03-31 00:00:00-04:00,5399971855.6137085,BLDR
2021-06-30 00:00:00-04:00,4967927622.23053,BLDR
2021-09-30 00:00:00-04:00,6025330155.464172,BLDR
2021-12-31 00:00:00-05:00,9981272233.383179,BLDR
2022-03-31 00:00:00-04:00,7515941266.616821,BLDR
2022-06-30 00:00:00-04:00,6253579888.847351,BLDR
2022-09-30 00:00:00-04:00,6861469466.766357,BLDR
2022-12-31 00:00:00-05:00,7555535200.149536,BLDR
2023-03-31 00:00:00-04:00,10338785977.844238,BLDR
2023-06-30 00:00:00-04:00,15837744000.0,BLDR
2023-09-30 00:00:00-04:00,14497358211.227417,BLDR
2023-12-31 00:00:00-05:00,19440831044.311523,BLDR
2024-03-31 00:00:00-04:00,24286482055.389404,BLDR
2024-06-30 00:00:00-04:00,16118398566.467285,BLDR
2020-03-31 00:00:00-04:00,14695909533.081055,CARR
2020-06-30 00:00:00-04:00,18999690087.34131,CARR
2020-09-30 00:00:00-04:00,26113888204.833984,CARR
2020-12-31 00:00:00-05:00,32432012331.66504,CARR
2021-03-31 00:00:00-04:00,36301148226.68457,CARR
2021-06-30 00:00:00-04:00,42009949879.5166,CARR
2021-09-30 00:00:00-04:00,44741457914.67285,CARR
2021-12-31 00:00:00-05:00,47126854309.81445,CARR
2022-03-31 00:00:00-04:00,39854508260.37598,CARR
2022-06-30 00:00:00-04:00,31233161918.33496,CARR
2022-09-30 00:00:00-04:00,31145574201.782227,CARR
2022-12-31 00:00:00-05:00,36438676851.68457,CARR
